id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
203991,great top floor condo,231825,Lisa,City of Los Angeles,Sawtelle,34.03301,-118.46104,Entire home/apt,105,30,3,2016-09-10,0.06,1,334,0,
204256,"Bright, Spacious 2bd Apt    S.U",465624,Angie,City of Los Angeles,Fairfax,34.07841,-118.35728,Entire home/apt,140,30,80,2019-08-18,0.89,7,365,0,
206662,"Hollywood & Hiking, 31 day minimum",33861,Kevin,City of Los Angeles,Hollywood Hills West,34.1042,-118.34748,Private room,45,31,91,2018-12-02,0.97,1,88,0,
210489,3br 3ba townhome near Beverly Hills,76111,Joy,City of Los Angeles,Pico-Robertson,34.05303,-118.39449,Entire home/apt,340,31,14,2019-08-22,0.16,2,267,0,Exempt - This listing is a transient occupancy residential structure
210855,Master Bedroom in Santa Monica Townhome,1032538,Calvin,Other Cities,Santa Monica,34.02447,-118.48942,Private room,68,2,329,2021-10-28,5.02,1,87,22,216411
212140,Beautiful Silverlake 2BR Craftsman- 35 Night Min,50231247,Tim,City of Los Angeles,Silver Lake,34.09395,-118.27673,Entire home/apt,180,31,91,2021-07-14,1.65,4,61,2,
212142,Silver Lake-Craftsman 1BR w deck & views 31 nt min,50231247,Tim,City of Los Angeles,Silver Lake,34.09419,-118.27871,Entire home/apt,160,31,65,2019-11-01,0.63,4,85,1,
212202,Lakewood California Guest Suite,1094375,Mark,Other Cities,Lakewood,33.86693,-118.12746,Private room,65,2,171,2021-10-29,3.80,1,53,27,
214533,1930's Hollywood Charm - 1 Bedroom & Den & Garden,1036375,Gil,City of Los Angeles,Hollywood,34.09624,-118.34656,Entire home/apt,125,33,3,2019-05-05,0.07,1,247,0,
215161,MARINA BEACH BUNGALOWS,1111042,Thomasina,City of Los Angeles,Venice,33.97713,-118.46279,Entire home/apt,196,31,231,2021-05-06,1.92,4,305,1,
217666,Hollywood-Mid-Wilshire-Beverly Apt. at CBS-TV City,799408,TravelArtist,City of Los Angeles,Fairfax,34.0768,-118.35301,Entire home/apt,66,30,78,2021-08-01,0.72,1,217,4,
217971,GEORGEOUS CANYON BEACH GUESTHOUSE,1126652,Len,City of Los Angeles,Pacific Palisades,34.02886,-118.51392,Entire home/apt,184,30,65,2021-10-19,1.04,3,209,27,HSR19-004121
221502,Wilshire Center (Vermont/Wilshire),1149254,Grant,City of Los Angeles,Koreatown,34.06581,-118.29441,Private room,62,30,30,2018-10-31,0.70,2,0,0,
222200,Walk to Venice Beach from Luxury Home,1124533,Cam + RD,City of Los Angeles,Venice,33.99314,-118.46053,Entire home/apt,728,4,80,2021-10-29,1.03,3,322,30,HSR19-002064
226517,Picturesque port town awaits you !,1180987,Osiris,City of Los Angeles,San Pedro,33.74232,-118.30168,Private room,30,31,118,2021-11-02,1.59,3,1,5,HSR19-003150
226609,Retreat to Romantic Pasadena Adj.,1181670,Ellen,Unincorporated Areas,Altadena,34.19226,-118.13738,Entire home/apt,99,14,214,2021-09-26,1.83,2,323,7,
226869,"Large luxury apt. w/ pool, etc.",1183585,Brian,City of Los Angeles,Venice,33.98644,-118.44666,Private room,65,30,1,2016-01-06,0.01,1,0,0,
229209,Gorgeous House in Century City,798894,Jodea,City of Los Angeles,Century City,34.05115,-118.42038,Private room,92,84,124,2019-11-30,1.13,1,90,0,
229799,322 Lux 1Bedrm Loft Nr UCLA &Buses On Westwood Bl,3392276,Amir,City of Los Angeles,West Los Angeles,34.04682,-118.43568,Entire home/apt,86,30,33,2021-08-31,0.43,42,248,2,
236832,Large Room in Beautiful House,195656,Leanna,City of Los Angeles,Van Nuys,34.19644,-118.45882,Private room,50,2,19,2021-09-07,0.17,3,17,9,HSR19-001548
237285,1 BR in Glendale... Adams Hill,181488,Mark,Other Cities,Glendale,34.13327,-118.24061,Entire home/apt,290,1,0,,,1,365,0,
237985,"Venice Walk Street Casita ""Girl""",1247886,Megan,City of Los Angeles,Venice,33.99492,-118.45825,Entire home/apt,699,31,168,2019-11-20,2.27,4,179,0,
237988,Venice Walk Street Modern 2BR House,1247886,Megan,City of Los Angeles,Venice,33.9943,-118.45642,Entire home/apt,1499,30,102,2020-10-05,2.09,4,89,0,
239032,Topanga Mtn Guest House Detached,1027744,Thaddeus,Unincorporated Areas,Topanga,34.09928,-118.59125,Entire home/apt,170,5,220,2021-09-26,2.59,5,220,11,
241906,"One Private Room in Studio City, CA",1242157,Catherine,City of Los Angeles,Studio City,34.14461,-118.4158,Private room,200,30,0,,,1,0,0,
242108,House + Garage 2 Bed 2 Bath near Carson & Lakewood,1270782,William,Other Cities,Long Beach,33.84705,-118.19424,Entire home/apt,285,31,12,2021-03-30,0.12,7,180,1,
244472,Zen Cottage in Del Rey/Silicon Beach,811624,Ruth,City of Los Angeles,Del Rey,33.98562,-118.42879,Entire home/apt,130,31,65,2019-10-24,1.00,1,180,0,
245682,Private Bd & Ba - Beautiful Santa Monica Mountains,1171857,Monica,Unincorporated Areas,Unincorporated Santa Monica Mountains,34.11742,-118.78489,Private room,66,3,81,2018-06-26,1.53,1,0,0,
246092,Echo Park 1.br Studio,526513,Leticia,City of Los Angeles,Echo Park,34.08256,-118.25296,Entire home/apt,75,33,16,2020-08-20,0.14,1,186,0,
253683,Charming 2 Bedrooms 2 Baths Villa Patio BBQ Garage,1270782,William,Other Cities,Long Beach,33.84731,-118.19586,Entire home/apt,267,31,24,2020-12-05,0.27,7,365,1,
254259,"Tranquil and Contemporary Secluded Guest Suite in Venice, Ca",1335578,Derek,City of Los Angeles,Venice,34.00438,-118.45598,Entire home/apt,156,2,462,2021-10-29,4.62,1,236,33,HSR19-002506
254320,Large 1-Bedroom Guest House in Great Location,343842,Jane,City of Los Angeles,Studio City,34.1414,-118.40714,Entire home/apt,170,2,135,2021-10-29,2.40,1,196,16,HSR19-003172
254844,The Oasis in Beverly Hills.,1338512,Kasia,City of Los Angeles,Beverly Crest,34.08851,-118.42911,Entire home/apt,1028,3,183,2021-10-24,1.74,1,359,26,HSR19-002757
255656,Classic Central Hollywood Gem,1343997,Hollywood,City of Los Angeles,Hollywood,34.10336,-118.32366,Entire home/apt,119,30,22,2020-10-26,0.91,6,157,0,Exempt - This listing is a transient occupancy residential structure
255701,Lovely Hollywd Apt-w/ porch&garden,1343997,Hollywood,City of Los Angeles,Hollywood,34.10336,-118.32366,Entire home/apt,149,30,26,2020-01-27,0.61,6,348,0,Exempt - This listing is a transient occupancy residential structure
256182,Modern Silverlake one bedroom,279548,Rich,City of Los Angeles,Silver Lake,34.07967,-118.28379,Entire home/apt,125,30,0,,,1,0,0,
256622,Truly Amazing Charming Townhome,1350196,Shannah,Other Cities,West Hollywood,34.0927,-118.36314,Entire home/apt,193,30,37,2020-08-01,0.32,1,217,0,
258803,Beverly Hills/BevCenter/Cedars/RodeoDr/W Hollywood,1367539,Cássia,City of Los Angeles,Beverly Grove,34.07103,-118.37869,Entire home/apt,265,30,55,2020-08-18,1.46,3,0,0,HSR20-001074
259679,Comfy Apartment near The Rose Bowl,1362975,Dwayne,City of Los Angeles,Highland Park,34.10707,-118.19155,Entire home/apt,75,30,57,2016-11-06,0.58,1,246,0,
260698,Historic Craftsman Home in Pasadena,1367809,Toni,Other Cities,Pasadena,34.16589,-118.12312,Entire home/apt,500,3,3,2020-07-11,0.04,1,295,0,SRU2018-00006
262430,"""The Victorian""at Adobe Horse Ranch",1376880,Deanna,Unincorporated Areas,Agua Dulce,34.50806,-118.31934,Private room,68,1,124,2020-05-10,2.89,2,14,0,
266566,Hollywood Bungalow,1397951,Lisa,City of Los Angeles,Hollywood Hills,34.10864,-118.32937,Private room,67,30,4,2012-11-18,0.03,1,0,0,
266975,"Creative Zen Retreat. Enjoy, Create, Relax. Reconnect.",1399964,Studio W Venice,City of Los Angeles,Venice,33.99764,-118.46465,Entire home/apt,219,3,308,2021-10-23,3.42,1,312,49,HSR19-002347
268130,Covid SAFE PRIVATE Beach COZY HOUSE,1405441,Jay,City of Los Angeles,Venice,33.98844,-118.46765,Entire home/apt,160,30,61,2021-02-21,1.52,1,24,6,HSR20-001333
269521,"Serene Retreat by Beach, Parks, Hiking & Shops",1411978,Kat,City of Los Angeles,Pacific Palisades,34.04846,-118.5381,Entire home/apt,223,30,30,2021-08-14,0.31,1,146,2,
269810,Hermosa Beach House- Live Like a Local,1413899,Renee,Other Cities,Hermosa Beach,33.86787,-118.39998,Entire home/apt,250,30,159,2020-03-02,1.79,1,0,0,
272637,Walk to Redondo Beach Pier,1244288,David,Other Cities,Redondo Beach,33.83951,-118.38002,Private room,65,30,41,2021-10-08,0.54,1,152,5,
273119,Venice Retreat Designer Poolhouse,1429142,Gabriela,City of Los Angeles,Venice,33.99618,-118.45439,Entire home/apt,125,4,199,2021-10-27,1.85,1,272,24,HSR19-003035
278106,Venice Beach Mermaid Cottage+75ft from beach!,1451697,Lisa,City of Los Angeles,Venice,33.97975,-118.46494,Entire home/apt,189,30,52,2019-07-07,0.46,1,177,0,
278184,"Cozy, Beach Pad in Venice Beach",998027,Helen,City of Los Angeles,Venice,33.9911,-118.47861,Entire home/apt,126,30,23,2019-08-12,0.26,1,0,0,
279086,Sunny Gem,370874,Vanessa,City of Los Angeles,Mar Vista,33.99927,-118.42641,Private room,118,30,0,,,1,0,0,
281287,sober living/transitional housing,1466397,Amiela,Unincorporated Areas,West Compton,33.89936,-118.25553,Shared room,36,360,0,,,1,0,0,
286019,Burbank - Nr Disney & Warner Studios,1488653,Nichola,Other Cities,Burbank,34.15787,-118.32,Private room,105,2,51,2020-01-05,0.93,1,31,0,
286866,Romantic Escape in Silverlake,135271,Maddalena,City of Los Angeles,Atwater Village,34.11224,-118.25668,Private room,161,1,487,2021-10-12,4.28,1,103,57,HSR19-003102
287339,Dog Friendly 3BD Home on PRIVATE beach in Malibu,1494781,Tara,Other Cities,Malibu,34.03862,-118.62243,Entire home/apt,1400,2,83,2021-10-27,1.05,2,345,13,STR20-0017
288038,Monthly Dorms at Gramercy Place,1497543,Gramercy,City of Los Angeles,Harvard Heights,34.04717,-118.3121,Shared room,35,30,76,2020-02-13,0.89,19,322,0,Exempt - This listing is a hotel or motel
288061,STUDENT HOUSING---month to month at Gramercy Place,1497543,Gramercy,City of Los Angeles,Arlington Heights,34.04611,-118.31389,Shared room,40,30,37,2021-09-01,0.33,19,365,1,Exempt - This listing is a hotel or motel
288428,Beautiful private room+ bath+a new nice queen bed.,1705379,Mariko,City of Los Angeles,Van Nuys,34.19141,-118.48034,Private room,80,30,162,2021-09-12,2.38,1,350,11,HSR20-001806
288779,Monthly Dorms at Gramercy Place!,1497543,Gramercy,City of Los Angeles,Arlington Heights,34.04572,-118.31367,Shared room,35,30,19,2020-02-06,0.18,19,319,0,Exempt - This listing is a hotel or motel
290530,930 Quiet Studio - Nurses and First Responders,1511137,Emma.  V,Other Cities,Long Beach,33.76901,-118.18119,Entire home/apt,75,32,64,2021-10-16,0.84,17,312,2,
295630,The Harper Suite,1526671,Mindy,City of Los Angeles,Hollywood,34.08615,-118.3332,Entire home/apt,150,30,7,2017-08-15,0.11,4,352,0,
295661,The Waring Residence,1526671,Mindy,City of Los Angeles,Beverly Grove,34.08464,-118.36792,Entire home/apt,695,30,26,2018-01-29,0.33,4,365,0,
296379,Urban Farm Art Studio,1529054,Cyn-Anthony,City of Los Angeles,Fairfax,34.08517,-118.35453,Entire home/apt,114,30,110,2019-10-19,1.41,3,365,0,
297561,Beachside Bungalow- steps 2 Beach!,1411463,D.J.,Other Cities,Torrance,33.81127,-118.38859,Private room,119,30,2,2012-02-14,0.02,1,291,0,
298258,Boho ECO healing retreat  1 block to Beach,1367620,Melodie,City of Los Angeles,Venice,33.9919,-118.4748,Entire home/apt,299,30,58,2019-08-11,0.77,5,365,0,
298259,"Relaxing Retreat with  5G WiFi, Parking, and Calm",1537525,Deborah,City of Los Angeles,Mar Vista,33.99795,-118.44521,Entire home/apt,165,30,299,2021-07-20,3.39,1,63,9,HSR19-002570
299876,Bright Urban Efficiency Apt + Large Patio,1545388,Andrea & Darren,City of Los Angeles,Echo Park,34.09014,-118.24872,Entire home/apt,106,60,23,2021-01-02,0.50,4,125,1,
300311,Private Rooms at Gramercy Place!,1497543,Gramercy,City of Los Angeles,Arlington Heights,34.04579,-118.31363,Private room,65,30,31,2020-01-18,0.35,19,365,0,Exempt - This listing is a hotel or motel
300323,Gramercy Place---monthly dorms,1497543,Gramercy,City of Los Angeles,Harvard Heights,34.04612,-118.31176,Shared room,35,30,148,2019-11-11,1.49,19,365,0,Exempt - This listing is a hotel or motel
300329,Student Housing---month to month at Gramercy Place,1497543,Gramercy,City of Los Angeles,Harvard Heights,34.04711,-118.31178,Shared room,40,30,10,2018-08-23,0.13,19,365,0,Exempt - This listing is a hotel or motel
300343,Private Room---month to month at Gramercy Place!,1497543,Gramercy,City of Los Angeles,Harvard Heights,34.04621,-118.31188,Private room,65,30,21,2021-07-01,0.28,19,336,1,Exempt - This listing is a hotel or motel
300371,GRAMERCY PLACE! Dorms available.,1497543,Gramercy,City of Los Angeles,Arlington Heights,34.04656,-118.31408,Shared room,35,30,48,2019-07-27,0.62,19,365,0,Exempt - This listing is a hotel or motel
300407,Interns love Gramercy Place!,1497543,Gramercy,City of Los Angeles,Harvard Heights,34.04609,-118.31187,Shared room,35,30,46,2017-10-05,0.53,19,349,1,Exempt - This listing is a hotel or motel
300476,Coolest Bedroom 2 Miles To The Sea,1547695,Nelson,City of Los Angeles,Venice,34.00199,-118.46025,Private room,50,30,136,2021-07-15,1.99,1,287,1,
305478,PRIVATE Central Guesthouse - LOVELY,1571311,Shelley,City of Los Angeles,Mid-City,34.03592,-118.33382,Entire home/apt,103,5,422,2021-10-03,4.02,2,59,17,HSR19-000804
306438,Beverly Hills Bungalow Two Bedroom,1526671,Mindy,Other Cities,Beverly Hills,34.07122,-118.38817,Entire home/apt,285,30,20,2019-07-15,0.29,4,361,0,
307541,PRIVATE ROOM (Couple) w/ BATHROOM,1254174,Felix,City of Los Angeles,Venice,33.98831,-118.47154,Private room,73,30,16,2020-12-22,0.14,6,0,4,Exempt - This listing is a hotel or motel
308524,Silver Lake Guesthouse,3317283,Vincent,City of Los Angeles,Silver Lake,34.09279,-118.27593,Entire home/apt,125,30,120,2021-09-12,1.15,3,69,5,HSR19-004457
308582,Gramercy Place Dorm Rooms,1497543,Gramercy,City of Los Angeles,Arlington Heights,34.04775,-118.31315,Shared room,35,30,14,2019-04-24,0.13,19,365,0,Exempt - This listing is a hotel or motel
308584,Dorm Rooms Monthly at Gramercy Place!,1497543,Gramercy,City of Los Angeles,Harvard Heights,34.04636,-118.31195,Shared room,35,31,20,2019-09-14,0.27,19,365,0,Exempt - This listing is a hotel or motel
310448,★$Million★ 180 view jacuzzi walk,76408,Wendy,City of Los Angeles,Silver Lake,34.10374,-118.26024,Private room,69,30,5,2018-06-11,0.05,5,294,0,HSR19-000939
311176,Your Home Away from Home,1604905,Yael,City of Los Angeles,Leimert Park,34.00882,-118.33335,Entire home/apt,150,30,22,2021-08-25,0.66,1,330,1,HSR19-004793
312107,Spacious 1 BR Apt,1604631,Pat & Cindy,City of Los Angeles,Silver Lake,34.10784,-118.2617,Entire home/apt,84,30,84,2019-05-31,0.71,1,155,0,
312387,2br Cottage in LA,1606040,Vanessa,City of Los Angeles,Broadway-Manchester,33.92483,-118.27031,Entire home/apt,187,3,148,2021-09-29,1.67,1,345,8,HSR19-003546
317261,Private Room and Bath - fabulous West LA location,1629082,Olivia,City of Los Angeles,Sawtelle,34.03737,-118.4497,Private room,80,30,95,2018-07-13,1.21,1,353,0,
320747,"Perfect 3BR Beach House, Great Deal",1643399,Pete,Other Cities,Hermosa Beach,33.87213,-118.39654,Entire home/apt,279,30,9,2019-06-20,0.09,1,0,0,
321051,Centrally located Los Angeles Apt.,1644564,Sunny,Unincorporated Areas,View Park-Windsor Hills,33.99125,-118.3474,Entire home/apt,118,31,151,2019-11-03,1.31,1,319,0,
321179,Charming Silver Lake Bungalow,1645296,Emmy,City of Los Angeles,Silver Lake,34.08828,-118.2842,Entire home/apt,175,30,13,2015-08-01,0.13,1,0,0,
321599,THE MARINA BEACH BUNGALOWS,1111042,Thomasina,City of Los Angeles,Venice,33.97713,-118.46229,Entire home/apt,168,32,175,2019-12-08,2.06,4,353,0,
323093,"Vintage 1956 Trailer ""Pinky""",1297024,Charlotte,Unincorporated Areas,Unincorporated Santa Monica Mountains,34.08267,-118.64594,Entire home/apt,360,1,7,2020-04-05,0.15,1,364,0,
326787,Room with en suite bathroom,34583,Elaine,City of Los Angeles,Hollywood,34.10039,-118.35362,Private room,110,30,184,2021-07-02,2.03,1,365,1,Exempt - This listing is a bed and breakfast
327934,Beautiful Large Townhouse In NoHo Arts District,1675880,Tim,City of Los Angeles,North Hollywood,34.16061,-118.371,Private room,59,30,0,,,1,0,0,
328989,"Grove, LACMA, Fairfax Best Location",429011,Gregory,City of Los Angeles,Carthay,34.06303,-118.36374,Entire home/apt,308,30,5,2015-07-25,0.05,1,89,0,
329059,Culver City Art District Flat,780164,Michael And Kellie,Other Cities,Culver City,34.03053,-118.37477,Entire home/apt,150,3,33,2019-10-11,0.68,2,4,0,
331450,1926 Santa Monica Mediterranean,709781,Patrick,Other Cities,Santa Monica,34.03676,-118.49616,Entire home/apt,1100,30,1,2014-08-07,0.01,1,365,0,
337928,Urban Farm Art Studio 2,1529054,Cyn-Anthony,City of Los Angeles,Fairfax,34.08708,-118.35434,Entire home/apt,114,30,41,2019-10-14,0.37,3,365,0,
344646,Beach Artist Studio w/Loft Bed on PCH,1748638,Jones,City of Los Angeles,Pacific Palisades,34.02846,-118.51825,Entire home/apt,80,30,101,2021-05-31,0.90,1,250,2,
347925,Silver Lake Designer Loft,1753258,Frederic,City of Los Angeles,Silver Lake,34.09241,-118.28065,Entire home/apt,240,30,44,2018-01-23,0.37,1,76,0,
350634,Guest house Villa/Vine-covered  - LA walk to beach,1776981,Carrie,Other Cities,El Segundo,33.91961,-118.42146,Entire home/apt,103,30,381,2021-10-19,3.55,4,250,61,
350756,BEAUTIFUL LA 2 BED 2 Btrm JUNE 22- SEPT 15 2019,1777755,Marat,City of Los Angeles,Hancock Park,34.06418,-118.33978,Private room,67,30,7,2015-11-14,0.09,1,0,0,
354281,On the BEACH  in Belmont Shore,1793869,Elizabeth,Other Cities,Long Beach,33.76371,-118.12497,Private room,133,2,122,2020-06-21,1.33,1,216,0,
356290,REDUCED MODERN ECO GUEST HOUSE  walk to the Beach.,10156476,Robert,Other Cities,Santa Monica,34.00351,-118.478,Entire home/apt,120,31,55,2018-04-18,1.03,8,292,0,
357323,Bigger Little Villa,78804,Sophie,City of Los Angeles,Echo Park,34.08115,-118.25549,Entire home/apt,140,30,86,2021-09-23,0.77,6,67,2,
357690,"Harp House, Quiet Garden & Breakfast",1810141,Carolyn,Other Cities,Pasadena,34.16108,-118.10577,Private room,103,2,53,2021-09-18,0.47,3,347,3,SRH-2018-00018
358174,1. Cozy + Clean Private room nr LAX,1812886,Zee,Other Cities,Carson,33.83182,-118.253,Private room,55,3,107,2021-10-25,0.94,2,335,6,
358575,Hillside Retreat - laundry/ parking/ Elysian park,1545388,Andrea & Darren,City of Los Angeles,Echo Park,34.08898,-118.25007,Entire home/apt,171,31,57,2021-10-30,0.49,4,216,5,
360147,Echo Park Guest House with Garden,4273340,Pamela,City of Los Angeles,Echo Park,34.07567,-118.25068,Entire home/apt,150,30,47,2016-01-01,0.42,1,0,0,
361703,West SUNSET STRIP - West Hollywood. Urban Oasis!,103790,Joe,Other Cities,West Hollywood,34.09182,-118.3773,Private room,77,2,495,2021-11-02,4.97,1,0,48,
365635,West Hollywood Dream Retreat,1846253,Jainée,City of Los Angeles,Hollywood,34.09543,-118.35066,Entire home/apt,125,30,4,2015-07-21,0.04,1,0,0,
371373,Ocean view 2BR/2BA Cottage with garage parking,1870500,Stefan,City of Los Angeles,Venice,33.99185,-118.47796,Entire home/apt,319,30,8,2016-09-05,0.16,1,0,0,
371574,Echo Park private cabin best area,1871251,Gregory,City of Los Angeles,Echo Park,34.08899,-118.24415,Entire home/apt,69,31,14,2019-08-16,0.19,1,0,0,
373515,LA  Hollywood Blue Room Long Term Only,1007758,Jennifer,City of Los Angeles,Koreatown,34.05718,-118.31912,Private room,150,32,27,2019-08-24,0.23,3,0,0,
374590,Amazing Silverlake home with VIEWS,1647272,Bianca,City of Los Angeles,Silver Lake,34.09451,-118.27413,Entire home/apt,418,30,28,2019-08-10,0.25,3,265,0,Exempt - This listing is a transient occupancy residential structure
374879,Loft-historic building-Melrose M2,465624,Angie,City of Los Angeles,Fairfax,34.08187,-118.35225,Entire home/apt,69,31,49,2020-07-24,1.79,7,216,0,
375882,2BR Los Feliz Stylish Condo,745432,Ramesh,City of Los Angeles,Los Feliz,34.10839,-118.28976,Entire home/apt,120,30,7,2016-03-22,0.08,1,0,0,
376740,Share my home with a private room and bath!,1803588,Todd,Other Cities,Hermosa Beach,33.85446,-118.39645,Private room,119,3,252,2021-10-30,2.58,1,75,22,
377091,"Idyllic Refuge, Ideal for Creatives -- $5000/mo",794093,Michael,City of Los Angeles,Mar Vista,34.00554,-118.42572,Entire home/apt,170,60,0,,,1,150,0,
377271,2br/2bath - 1200ft² - Mid-Wilshire,1896248,Jerry,City of Los Angeles,Mid-Wilshire,34.0667,-118.35127,Entire home/apt,175,30,2,2013-11-05,0.03,2,358,0,
381068,Topanga Secret Cottage,1911460,Lynn,Unincorporated Areas,Topanga,34.11307,-118.60925,Entire home/apt,256,2,157,2021-10-31,1.36,2,330,62,
